,values
1236,393422.0895342082
1237,359158.12502422184
1238,364720.9174982682
1239,392930.1883703396
1240,413003.0437095128
1241,396729.6061464995
1242,370491.00433689356
1243,362764.93205263466
1244,386880.6020774096
1245,390841.1565878466
1246,416702.51712849736
1247,414831.4412932396
1248,379939.1456664726
1249,388522.1027555913
1250,404999.29146260023
1251,422835.7361955568
1252,399546.81764023006
1253,380827.82369386405
1254,413597.6344284862
1255,430707.6231791377
1256,447704.5161592774
1257,463197.2321995199
1258,437924.6846938282
1259,432220.35492188483
1260,413235.65135267377
1261,400748.4482315779
1262,431374.38706693053
1263,444790.7758453302
1264,458478.5880887769
1265,435136.5850665122
1266,417429.7392125502
1267,418433.84323660284
1268,447625.51191654056
1269,447860.06673497707
1270,459034.5545113012
1271,395862.12360079587
1272,451961.00939068943
1273,390452.3599508628
1274,430985.84579719603
1275,377186.15903592855
1276,388674.7485288307
1277,405883.5644049421
1278,379264.3377103284
1279,387034.3970032707
1280,375936.07250903547
1281,365881.24243704975
1282,364632.68811365217
1283,380438.0694296956
1284,396253.60159389675
1285,385635.62289550155
1286,408507.78210005164
1287,379832.0829472244
1288,409733.89602642134
1289,373376.4627279863
1290,370900.9326137528
1291,416517.3758727908
1292,393406.4482901916
1293,367619.94227447733
1294,331189.7293100059
1295,318689.9493518844
1296,327792.38726779073
1297,372380.0835632235
1298,460032.976614058
1299,452174.0495183766
1300,410264.51724945754
1301,384447.111796584
1302,398527.00853034854
1303,383210.78318024427
1304,314705.9329754226
1305,347972.78413980454
1306,357558.3130494803
1307,383424.46172605455
1308,350741.9227488637
1309,380909.4454509057
1310,388929.34967633337
1311,411885.3970222622
1312,349993.8882339969
1313,372853.59828514606
1314,417737.90364058316
1315,384546.41773563623
1316,333649.5543384105
1317,327586.81663214415
1318,345345.98085129634
1319,354987.88208124414
1320,330064.96426068246
1321,335401.56519370526
1322,341049.07575269043
1323,371246.18913473934
1324,317771.64872357994
1325,295404.3505707979
1326,304175.7048480511
1327,304379.8709638268
1328,280508.0607016329
1329,273741.5946982447
1330,304857.91845442355
1331,401694.7754154876
1332,392827.4668943286
1333,313851.7614475861
1334,333009.8912999444
1335,291710.71867763996
1336,254739.12714475766
1337,252398.25537314452
1338,256263.541939158
1339,289878.33098064363
1340,277085.6447876319
1341,253530.5218354147
1342,260035.79502417892
1343,240660.3955240678
1344,228783.8074168358
1345,227056.64698698372
1346,207156.5316314753
1347,201024.28615205362
1348,198443.0818779897
1349,203654.48901706748
1350,207731.90596494265
1351,197828.5246322155
1352,190421.9646581281
1353,211282.46835670806
1354,211331.25946176797
1355,196371.12778029032
1356,184237.75194348395
1357,183435.5795717761
1358,170485.71483685076
1359,179430.39963453263
1360,180909.67826762795
1361,161640.86267317273
1362,158400.45976607502
1363,158387.72332451865
1364,163925.56961040385
1365,144960.85650867317
